"WindPower";"PVPower"
"R19094";250.987;120.319
"R19095";189.042;72.385
"R19096";238.701;40.403
"R19097";358.043;0.982
"R19098";412.107;0
"R19099";403.29;0
"R19100";422.832;0
"R19101";411.936;0
"R19102";370.462;0
"R19103";321.389;0
"R19104";292.983;0
"R19105";276.857;0
"R19106";270.631;0
"R19107";296.268;0
"R19108";312.909;0
"R19109";274.012;0
"R19110";237.107;0
"R19111";235.409;3.661
"R19112";202.019;25.127
"R19113";164.685;58.649
"R19114";155.628;98.092
"R19115";142.337;124.498
"R19116";142.166;121.267
"R19117";147.435;102.831
"R19118";146.115;74.179
"R19119";132.879;41.391
"R19120";152.269;14.137
"R19121";226.602;0
"R19122";278.533;0
"R19123";315.571;0
"R19124";312.572;0
"R19125";309.038;0
"R19126";320.728;0
"R19127";319.332;0
"R19128";319.779;0
"R19129";305.145;0
"R19130";280.246;0
"R19131";287.956;0
"R19132";287.069;0
"R19133";289.102;0
"R19134";309.211;0
"R19135";302.921;9.281
"R19136";240.65;38.45
"R19137";265.935;76.428
"R19138";291.3;109.929
"R19139";314.448;121.629
"R19140";319.605;116.45
"R19141";307.428;97.785
"R19142";261.937;70.089
"R19143";222.979;40.469
"R19144";251.55;12.914
"R19145";289.458;0
"R19146";288.622;0
"R19147";289.447;0
"R19148";291.537;0
"R19149";288.061;0
"R19150";289.394;0
"R19151";286.905;0
"R19152";287.732;0
"R19153";291.502;0
"R19154";292.092;0
"R19155";290.591;0
"R19156";296.988;0
"R19157";326.135;0
"R19158";360.227;0
"R19159";357.778;29.644
"R19160";270.976;105.305
"R19161";185.581;228.03
"R19162";190.786;384.682
"R19163";188.761;497.246
"R19164";172.488;536.812
"R19165";152.831;500.929
"R19166";130.947;418.868
"R19167";83.16;293.16
"R19168";49.124;166.784
"R19169";47.91;26.14
"R19170";38.717;0
"R19171";32.538;0
"R19172";38.689;0
"R19173";48.904;0
"R19174";59.925;0
"R19175";78.685;0
"R19176";96.145;0
"R19177";108.313;0
"R19178";122.137;0
"R19179";133.567;0
"R19180";135.369;0
"R19181";133.715;0
"R19182";114.732;0
"R19183";90.054;74.142
"R19184";43.816;199.409
"R19185";12.992;338.86
"R19186";3.831;448.714
"R19187";4.717;496.843
"R19188";6.255;494.645
"R19189";6.143;409.74
"R19190";4.378;321.714
"R19191";5.426;223.729
"R19192";9.551;105.524
"R19193";16.897;17.735
"R19194";29.662;0
"R19195";38.424;0
"R19196";48.772;0
"R19197";68.162;0
"R19198";113.981;0
"R19199";185.955;0
"R19200";227.475;0
"R19201";250.028;0
"R19202";234.028;0
"R19203";227.898;0
"R19204";246.955;0
"R19205";274.248;0
"R19206";288.019;0
"R19207";265.927;32.331
"R19208";184.72;84.57
"R19209";159.079;133.474
"R19210";180.561;135.058
"R19211";185.473;135.474
"R19212";209.236;137.357
"R19213";249.435;155.579
"R19214";279.714;151.629
"R19215";254.533;98.936
"R19216";232.304;47.174
"R19217";316.41;4.904
"R19218";375.717;0
"R19219";374.42;0
"R19220";371.111;0
"R19221";383.388;0
"R19222";390.498;0
"R19223";402.324;0
"R19224";407.135;0
"R19225";402.97;0
"R19226";401.756;0
"R19227";408.964;0
"R19228";399.617;0
"R19229";340.756;0
"R19230";309.138;0
"R19231";316.358;5.565
"R19232";164.505;31.262
"R19233";94.77;71.108
"R19234";93.709;114.047
"R19235";109.767;158.711
"R19236";122.45;179.114
"R19237";143.25;189.713
"R19238";156.476;168.737
"R19239";144.401;124.906
"R19240";163.119;72.411
"R19241";279.999;14.314
"R19242";450.284;0
"R19243";475.303;0
"R19244";539.317;0
"R19245";618.904;0
"R19246";686.51;0
"R19247";648.226;0
"R19248";587.639;0
"R19249";587.662;0
"R19250";631.979;0
"R19251";681.323;0
"R19252";686.421;0
"R19253";747.125;0
"R19254";710.054;0.637
"R19255";748.791;153.694
"R19256";709.232;397.192
"R19257";560.646;606.423
"R19258";440.912;709.219
"R19259";513.358;775.927
"R19260";587.539;794.856
"R19261";636.316;763.306
"R19262";655.511;687.884
"R19263";659.932;528.04
"R19264";656.694;328.872
"R19265";736.893;83.514
"R19266";832.695;0
"R19267";854.033;0
"R19268";840.081;0
"R19269";795.721;0
"R19270";764.333;0
"R19271";693.945;0
"R19272";732.057;0
"R19273";767.358;0
"R19274";757.845;0
"R19275";757.889;0
"R19276";745.981;0
"R19277";749.821;0
"R19278";715.336;6.276
"R19279";604.922;158.533
"R19280";375.178;381.06
"R19281";165.225;787.896
"R19282";75.298;851.845
"R19283";50.164;843.151
"R19284";39.988;768.767
"R19285";36.268;625.72
"R19286";33.748;553.24
"R19287";34.577;398.925
"R19288";53.786;210.903
"R19289";86.216;37.801
"R19290";133.857;0
"R19291";188.473;0
"R19292";241.543;0
"R19293";280.395;0
"R19294";351.042;0
"R19295";407.448;0
"R19296";412;0
"R19297";413.871;0
"R19298";354.714;0
"R19299";355.878;0
"R19300";372.526;0
"R19301";361.033;0
"R19302";357.786;2.166
"R19303";334.823;129.071
"R19304";298.952;340.483
"R19305";316.116;547.839
"R19306";370.568;614.247
"R19307";434.746;659.088
"R19308";419.54;477.807
"R19309";407.594;417.619
"R19310";398.127;317.943
"R19311";352.398;271.29
"R19312";330.231;180.258
"R19313";453.389;47.301
"R19314";631.104;0
"R19315";631.031;0
"R19316";645.866;0
"R19317";624.494;0
"R19318";604.929;0
"R19319";626.168;0
"R19320";643.095;0
"R19321";645.25;0
"R19322";618.093;0
"R19323";568.657;0
"R19324";527.421;0
"R19325";437.284;0
"R19326";398.986;19.486
"R19327";364.272;346.844
"R19328";282.598;621.236
"R19329";268.145;818.037
"R19330";268.579;878.038
"R19331";321.783;884.558
"R19332";389.86;866.279
"R19333";445.298;788.872
"R19334";448.245;657.248
"R19335";439.584;446.844
"R19336";486.033;251.085
"R19337";593.144;88.757
"R19338";725.672;0
"R19339";797.407;0
"R19340";782.048;0
"R19341";738.719;0
"R19342";715.28;0
"R19343";676.845;0
"R19344";697.88;0
"R19345";663.224;0
"R19346";611.597;0
"R19347";600.345;0
"R19348";655.375;0
"R19349";754.831;0
"R19350";814.608;64.653
"R19351";689.248;621.172
"R19352";335.062;839.543
"R19353";168.951;924.105
"R19354";133.623;935
"R19355";185.596;935
"R19356";191.087;935
"R19357";173.595;933.421
"R19358";167.186;889.392
"R19359";155.57;808.663
"R19360";163.289;644.496
"R19361";185.848;296.879
"R19362";199.554;0
"R19363";212.316;0
"R19364";240.299;0
"R19365";280.098;0
"R19366";326.962;0
"R19367";358.275;0
"R19368";372.659;0
"R19369";387.218;0
"R19370";400.877;0
"R19371";402.46;0
"R19372";399.563;0
"R19373";406.922;0
"R19374";451.019;103.179
"R19375";422.932;693.147
"R19376";261.588;888.596
"R19377";54.085;935
"R19378";28.832;935
"R19379";47.417;935
"R19380";71.994;935
"R19381";93.433;935
"R19382";107.561;890.492
"R19383";105.569;791.65
"R19384";152.079;547.581
"R19385";297.087;238.818
"R19386";457.088;0
"R19387";634.153;0
"R19388";793.073;0
"R19389";962.912;0
"R19390";1058.25;0
"R19391";1051.937;0
"R19392";873.933;0
"R19393";728.499;0
"R19394";668.372;0
"R19395";692.698;0
"R19396";798.238;0
"R19397";807.534;0
"R19398";695.43;23.213
"R19399";600;243.374
"R19400";343.814;558.505
"R19401";294.327;663.897
"R19402";343.401;656.942
"R19403";406.879;630.756
"R19404";467.443;528.778
"R19405";645.22;480.4
"R19406";916.716;416.161
"R19407";936.504;392.729
"R19408";865.213;374.462
"R19409";876.351;194.346
"R19410";987.703;0
"R19411";977.239;0
"R19412";758.365;0
"R19413";691.364;0
"R19414";693.862;0
"R19415";680.159;0
"R19416";696.424;0
"R19417";710.059;0
"R19418";701.334;0
"R19419";806.299;0
"R19420";862.218;0
"R19421";898.531;0
"R19422";797.362;66.704
"R19423";621.001;384.558
"R19424";385.338;569.081
"R19425";298.15;659.863
"R19426";204.553;701.555
"R19427";140.533;726.422
"R19428";146.192;719.975
"R19429";170.559;723.131
"R19430";214.494;702.801
"R19431";275.76;648.557
"R19432";356.599;517.541
"R19433";434.578;236.408
"R19434";509.674;0.024
"R19435";627.575;0
"R19436";676.735;0
"R19437";663.121;0
"R19438";609.9;0
"R19439";532.112;0
"R19440";476.636;0
"R19441";417.619;0
"R19442";349.793;0
"R19443";291.258;0
"R19444";268.133;0
"R19445";284.608;0
"R19446";307.763;7.526
"R19447";241.072;115.999
"R19448";134.029;378.623
"R19449";119.73;586.673
"R19450";148.921;672.885
"R19451";219.98;740.885
"R19452";315.901;755.619
"R19453";372.038;644.264
"R19454";406.966;369.339
"R19455";461.323;189.395
"R19456";447.898;87.11
"R19457";393.542;14.354
"R19458";367.581;0
"R19459";339.321;0
"R19460";309.23;0
"R19461";285.086;0
"R19462";224.1;0
"R19463";183.019;0
"R19464";125.425;0
"R19465";112.797;0
"R19466";97.266;0
"R19467";89.85;0
"R19468";127.84;0
"R19469";189.915;0
"R19470";239.761;93.411
"R19471";195.205;486.512
"R19472";105.992;769.083
"R19473";82.614;855.521
"R19474";84.837;881.905
"R19475";107.091;855.815
"R19476";137.455;782.938
"R19477";144.202;748.172
"R19478";114.479;726.658
"R19479";87.356;637.814
"R19480";61.502;495.15
"R19481";33.941;225.277
"R19482";9.491;3.133
"R19483";14.635;0
"R19484";65.622;0
"R19485";124.591;0
"R19486";126.689;0
"R19487";90.064;0
"R19488";72.738;0
"R19489";95.793;0
"R19490";134.337;0
"R19491";164.593;0
"R19492";140.622;0
"R19493";106.165;0
"R19494";127.623;0.043
"R19495";138.821;14.25
"R19496";154.783;41.139
"R19497";213.64;78.265
"R19498";334.794;117.738
"R19499";428.021;157.467
"R19500";408.752;176.764
"R19501";397.818;175.76
"R19502";393.078;150.619
"R19503";428.917;99.511
"R19504";446.058;45.642
"R19505";485.346;15.484
"R19506";549.173;0
"R19507";596.975;0
"R19508";606.878;0
"R19509";587.157;0
"R19510";577.758;0
"R19511";686.433;0
"R19512";647.498;0
"R19513";621.587;0
"R19514";645.175;0
"R19515";662.851;0
"R19516";751.081;0
"R19517";622.472;0
"R19518";595.641;0
"R19519";564.808;7.638
"R19520";516.608;25.128
"R19521";471.551;53.539
"R19522";448.041;94.914
"R19523";439.565;141.733
"R19524";383.38;164.717
"R19525";361.461;127.935
"R19526";382.914;94.739
"R19527";401.971;70.077
"R19528";501.972;38.903
"R19529";548.821;11.398
"R19530";524.69;0
"R19531";421.7;0
"R19532";354.227;0
"R19533";307.946;0
"R19534";246.858;0
"R19535";220.295;0
"R19536";227.342;0
"R19537";249.457;0
"R19538";281.197;0
"R19539";302.555;0
"R19540";309.13;0
"R19541";316.022;0
"R19542";306.709;156.63
"R19543";272.376;545.501
"R19544";175.504;776.29
"R19545";108.156;843.697
"R19546";154.417;864.891
"R19547";266.832;856.16
"R19548";383.37;857.476
"R19549";465.778;836.195
"R19550";539.695;793.782
"R19551";587.56;722.122
"R19552";663.916;576.509
"R19553";752.498;320.177
"R19554";818.813;21.432
"R19555";821.11;0
"R19556";787.789;0
"R19557";735.182;0
"R19558";672.478;0
"R19559";623.77;0
"R19560";623.052;0
"R19561";692.916;0
"R19562";859.78;0
"R19563";871.996;0
"R19564";939.58;0
"R19565";1065.26;0
"R19566";1064.294;10.354
"R19567";951.875;48.923
"R19568";802.953;106.872
"R19569";710.778;184.504
"R19570";628.588;275.83
"R19571";582.631;360.882
"R19572";529.812;437.723
"R19573";478.791;463.762
"R19574";422.858;482.113
"R19575";357.669;446.451
"R19576";309.247;312.819
"R19577";304.574;115.49
"R19578";348.094;5.284
"R19579";381.451;0
"R19580";374.767;0
"R19581";353.381;0
"R19582";349.043;0
"R19583";349.944;0
"R19584";363.953;0
"R19585";387.343;0
"R19586";404.909;0
"R19587";407.38;0
"R19588";348.89;0
"R19589";308.684;0
"R19590";256.035;171.65
"R19591";196.933;477.964
"R19592";176.286;729.251
"R19593";163.103;892.791
"R19594";149.049;934.29
"R19595";139.767;935
"R19596";135.836;935
"R19597";129.875;923.505
"R19598";127.337;890.272
"R19599";132.88;832.742
"R19600";132.495;719.795
"R19601";184.943;469.148
"R19602";288.031;62.716
"R19603";318.047;0
"R19604";274.787;0
"R19605";192.569;0
"R19606";126.671;0
"R19607";75.348;0
"R19608";37.624;0
"R19609";20.228;0
"R19610";27.54;0
"R19611";53;0
"R19612";91.845;0
"R19613";140.767;0
"R19614";131.188;136.973
"R19615";73.966;404.753
"R19616";34.508;703.798
"R19617";16.204;787.524
"R19618";25.438;843.957
"R19619";50.043;908.9
"R19620";49.783;925.013
"R19621";43.908;908.156
"R19622";40.416;868.648
"R19623";41.181;813.928
"R19624";51.647;694.832
"R19625";122.139;436.763
"R19626";208.017;50.85
"R19627";272.79;0
"R19628";302.789;0
"R19629";290.133;0
"R19630";252.654;0
"R19631";213.323;0
"R19632";194.075;0
"R19633";202.163;0
"R19634";247.365;0
"R19635";297.923;0
"R19636";359.975;0
"R19637";446.069;0
"R19638";436.958;117.596
"R19639";197.706;320.235
"R19640";149.312;620.089
"R19641";155.816;772.011
"R19642";166.956;840.419
"R19643";178.274;872.975
"R19644";192.622;881.326
"R19645";202.522;871.472
"R19646";215.71;835.792
"R19647";212.593;767.57
"R19648";210.82;608.638
"R19649";299.374;359.632
"R19650";441.964;56.643
"R19651";485.458;0
"R19652";422.644;0
"R19653";314.565;0
"R19654";237.132;0
"R19655";191.126;0
"R19656";152.477;0
"R19657";134.439;0
"R19658";148.394;0
"R19659";197.931;0
"R19660";268.29;0
"R19661";358.618;0
"R19662";372.83;139.181
"R19663";162.266;392.329
"R19664";73.537;684.066
"R19665";63.067;785.082
"R19666";57.01;822.195
"R19667";50.061;924.948
"R19668";39.453;920.358
"R19669";31.821;863.05
"R19670";29.345;805.142
"R19671";34.888;719.392
"R19672";48.196;525.618
"R19673";105.026;346.218
"R19674";174.934;74.443
"R19675";213.863;0
"R19676";213.61;0
"R19677";180.525;0
"R19678";140.542;0
"R19679";110.601;0
"R19680";109.698;0
"R19681";152.869;0
"R19682";227.99;0
"R19683";237.717;0
"R19684";169.127;0
"R19685";145.969;0
"R19686";115.399;235.66
"R19687";90.064;606
"R19688";83.145;799.738
"R19689";31.718;890.93
"R19690";10.38;909.806
"R19691";4.357;915.913
"R19692";2.897;916.778
"R19693";4.028;892.137
"R19694";6.844;850.655
"R19695";14.251;771.933
"R19696";29.841;519.084
"R19697";84.096;293.872
"R19698";139.522;72.746
"R19699";169.678;0
"R19700";175.612;0
"R19701";176.805;0
"R19702";202.065;0
"R19703";226.55;0
"R19704";242.331;0
"R19705";279.46;0
"R19706";318.444;0
"R19707";377.838;0
"R19708";465.194;0
"R19709";513.279;0
"R19710";486.01;219.147
"R19711";295.51;493.983
"R19712";240.56;684.908
"R19713";235.456;829.142
"R19714";230.29;893.807
"R19715";223.669;912.017
"R19716";215.143;909.958
"R19717";234.323;895.167
"R19718";254.602;866.767
"R19719";276.944;797.255
"R19720";259.943;650.225
"R19721";322.804;409.727
"R19722";556.043;138.297
"R19723";622.449;0
"R19724";587.583;0
"R19725";588.354;0
"R19726";618.616;0
"R19727";653.867;0
"R19728";674.439;0
"R19729";718.784;0
"R19730";681.219;0
"R19731";510.13;0
"R19732";467.514;0
"R19733";468.892;2.173
"R19734";415.221;440.654
"R19735";314.665;741.043
"R19736";229.865;862.364
"R19737";202.917;911.369
"R19738";279.387;931.05
"R19739";288.47;935
"R19740";300.075;933.354
"R19741";291.074;918.996
"R19742";256.012;888.726
"R19743";191.199;822.118
"R19744";108.114;699.143
"R19745";53.006;475.827
"R19746";24.789;145.689
"R19747";15.887;0
"R19748";23.296;0
"R19749";36.012;0
"R19750";38.082;0
"R19751";27.007;0
"R19752";12.667;0
"R19753";9.882;0
"R19754";51.248;0
"R19755";146.876;0
"R19756";278.481;0
"R19757";359.232;0
"R19758";279.358;37.66
"R19759";200.114;96.966
"R19760";96.865;177.669
"R19761";101.657;246.197
"R19762";127.812;293.972
"R19763";160.354;298.715
"R19764";201.4;275.752
"R19765";230.028;231.327
"R19766";243.538;179.694
"R19767";278.305;122.648
"R19768";317.044;62.626
"R19769";311.661;20.248
"R19770";335.213;1.246
"R19771";389.671;0
"R19772";383.366;0
"R19773";343.55;0
"R19774";343.674;0
"R19775";322.722;0
"R19776";258.091;0
"R19777";237.153;0
"R19778";251.43;0
"R19779";271.901;0
"R19780";296.024;0
"R19781";288.389;0
"R19782";284.288;0.573
"R19783";247.563;5.049
"R19784";138.179;25.376
"R19785";90.145;58.112
"R19786";172.975;126.911
"R19787";260.488;243.1
"R19788";330.441;411.009
"R19789";350.055;530.855
"R19790";368.956;476.515
"R19791";381.025;343.203
"R19792";422.571;188.384
"R19793";419.24;74.065
"R19794";438.149;10.673
"R19795";418.398;0
"R19796";339.355;0
"R19797";267.184;0
"R19798";218.657;0
"R19799";109.102;0
"R19800";72.364;0
"R19801";142.103;0
"R19802";227.705;0
"R19803";273.533;0
"R19804";341.09;0
"R19805";429.602;0
"R19806";411.344;0.061
"R19807";384.362;9.243
"R19808";283.725;27.501
"R19809";202.436;46.993
"R19810";174.058;66.578
"R19811";160.435;94.201
"R19812";106.081;100.445
"R19813";96.031;91.945
"R19814";127.431;72.305
"R19815";177.916;52.006
"R19816";274.289;37.197
"R19817";455.835;27.128
"R19818";582.687;9.635
"R19819";610.374;0
"R19820";658.038;0
"R19821";686.418;0
"R19822";852.603;0
"R19823";1211.923;0
"R19824";1337.539;0
"R19825";1356.043;0
"R19826";1443.401;0
"R19827";1495.155;0
"R19828";1533.327;0
"R19829";1526.997;16.324
"R19830";1449.364;368.246
"R19831";1364.418;588.462
"R19832";1131.58;738.699
"R19833";1050.688;822.594
"R19834";1026.126;868.655
"R19835";968.955;892.743
"R19836";786.948;911.226
"R19837";587.632;906.255
"R19838";360.512;870.968
"R19839";157.614;783.172
"R19840";34.767;681.455
"R19841";8.159;306.773
"R19842";92.224;63.456
"R19843";317.119;0
"R19844";645.289;0
"R19845";872.19;0
"R19846";837.731;0
"R19847";668.19;0
"R19848";503.479;0
"R19849";422.951;0
"R19850";419.009;0
"R19851";381.52;0
"R19852";316.744;0
"R19853";260.324;0
"R19854";269.246;9.656
"R19855";210.574;45.749
"R19856";203.535;97.086
"R19857";227.872;149.3
"R19858";235.485;204.606
"R19859";290.48;227.242
"R19860";338.562;234.515
"R19861";353.504;263.475
"R19862";336.756;350.28
"R19863";304.963;311.526
"R19864";273.294;198.447
"R19865";219.203;85.95
"R19866";210.031;11.146
"R19867";216.219;0
"R19868";180.708;0
"R19869";108.116;0
"R19870";56.57;0
"R19871";39.149;0
"R19872";23.482;0
"R19873";10.267;0
"R19874";9.992;0
"R19875";29.059;0
"R19876";97.273;0
"R19877";222.156;0
"R19878";335.868;17.232
"R19879";216.09;64.497
"R19880";123.474;136.78
"R19881";135.201;145.275
"R19882";123.346;180.376
"R19883";113.864;227.993
"R19884";101.334;192.746
"R19885";102.778;151.569
"R19886";99.785;126.579
"R19887";90.093;101.481
"R19888";112.828;50.183
"R19889";170.971;16.362
"R19890";198.395;0.987
"R19891";190.887;0
"R19892";129.663;0
"R19893";64.97;0
"R19894";50.413;0
"R19895";59.249;0
"R19896";93.087;0
"R19897";179.91;0
"R19898";279.935;0
"R19899";295.578;0
"R19900";273.645;0
"R19901";287.428;0
"R19902";284.45;7.007
"R19903";274.492;18.387
"R19904";272.768;43.106
"R19905";278.499;90.347
"R19906";287.027;124.157
"R19907";315.559;135.263
"R19908";419.281;124.477
"R19909";481.517;136.311
"R19910";528.45;133.973
"R19911";501.917;115.446
"R19912";450.427;86.041
"R19913";465.803;50.31
"R19914";527.464;14.53
"R19915";553.271;0
"R19916";582.664;0
"R19917";561.384;0
"R19918";577.777;0
"R19919";570.571;0
"R19920";558.834;0
"R19921";599.959;0
"R19922";588.896;0
"R19923";588.152;0
"R19924";602.061;0
"R19925";596.151;32.025
"R19926";506.621;291.914
"R19927";357.72;510.126
"R19928";277.84;635.069
"R19929";297.579;737.202
"R19930";329.025;831.409
"R19931";355.552;887.531
"R19932";382.154;885.693
"R19933";402.367;868.71
"R19934";392.208;842.478
"R19935";376.005;765.505
"R19936";368.901;603.783
"R19937";396.296;336.206
"R19938";490.551;95.752
"R19939";548.769;0
"R19940";588.644;0
"R19941";577.739;0
"R19942";511.698;0
"R19943";448.933;0
"R19944";437.784;0
"R19945";419.042;0
"R19946";371.965;0
"R19947";341.986;0
"R19948";348.893;0
"R19949";373.873;49.072
"R19950";329.092;366.573
"R19951";246.169;635.728
"R19952";148.952;775.749
"R19953";152.215;837.047
"R19954";153.176;859.091
"R19955";171.047;841.136
"R19956";207.476;790.699
"R19957";239.306;743.119
"R19958";269.018;714.137
"R19959";307.221;676.533
"R19960";357.81;595.824
"R19961";450.449;459.669
"R19962";559.004;214.413
"R19963";640.173;0
"R19964";624.563;0
"R19965";559.526;0
"R19966";487.532;0
"R19967";428.039;0
"R19968";408.1;0
"R19969";440.434;0
"R19970";508.407;0
"R19971";598.452;0
"R19972";712.272;0
"R19973";761.917;111.607
"R19974";490.496;492.336
"R19975";302.287;744.725
"R19976";266.026;840.05
"R19977";265.964;884.155
"R19978";309.115;901.463
"R19979";384.303;910.972
"R19980";437.911;907.782
"R19981";454.87;886.588
"R19982";469.436;843.337
"R19983";489.599;805.124
"R19984";518.067;717.945
"R19985";584.499;561.69
"R19986";695.889;272.599
"R19987";820.022;1.959
"R19988";864.638;0
"R19989";888.536;0
"R19990";875.822;0
"R19991";794.012;0
"R19992";728.513;0
"R19993";757.847;0
"R19994";762.721;0
"R19995";800.976;0
"R19996";790.14;0
"R19997";757.829;115.317
"R19998";709.991;475.722
"R19999";473.144;703.748
"R20000";367.589;805.166
"R20001";412.556;843.937
"R20002";501.973;824.404
"R20003";526.981;745.909
"R20004";513.151;622.285
"R20005";501.141;524.672
"R20006";484.597;443.729
"R20007";474.192;382.989
"R20008";490.479;345.705
"R20009";573.93;273.031
"R20010";708.782;116.253
"R20011";844.602;0.989
"R20012";883.042;0
"R20013";850.109;0
"R20014";748.236;0
"R20015";694.075;0
"R20016";715.362;0
"R20017";724.737;0
"R20018";681.298;0
"R20019";712.186;0
"R20020";758.292;0
"R20021";752.546;76.108
"R20022";583.731;321.423
"R20023";406.317;594.201
"R20024";390.057;725.956
"R20025";443.05;793.673
"R20026";463.682;823.373
"R20027";458.201;837.544
"R20028";446.146;837.292
"R20029";439.22;821.462
"R20030";443.112;792.557
"R20031";462.082;739.791
"R20032";522.782;645.292
"R20033";617.07;473.261
"R20034";742.013;201.548
"R20035";883.041;3.579
"R20036";930.104;0
"R20037";916.774;0
"R20038";913.293;0
"R20039";894.025;0
"R20040";870.904;0
"R20041";861.274;0
"R20042";877.419;0
"R20043";927.093;0
"R20044";1002.6;0
"R20045";1052.06;108.455
"R20046";760.551;380.821
"R20047";528.032;614.053
"R20048";461.404;736.329
"R20049";450.458;795.823
"R20050";414.73;828.174
"R20051";383.412;840.158
"R20052";339.318;838.141
"R20053";298.876;824.081
"R20054";264.694;795.305
"R20055";234.125;744.827
"R20056";237.487;655.507
"R20057";287.203;486.542
"R20058";320.536;208.309
"R20059";302.121;4.108
"R20060";228.55;0
"R20061";129.662;0
"R20062";63.698;0
"R20063";50.312;0
"R20064";82.571;0
"R20065";95.173;0
"R20066";93.491;0
"R20067";95.796;0
"R20068";81.81;0
"R20069";70.216;2.087
"R20070";46.348;20.881
"R20071";30.256;46.566
"R20072";26.159;83.582
"R20073";24.314;122.095
"R20074";21.669;124.09
"R20075";15.509;142.001
"R20076";12.289;128.779
"R20077";10.375;123.32
"R20078";15.908;110.966
"R20079";20.4;93.434
"R20080";21.861;71.271
"R20081";22.286;47.888
"R20082";27.483;21.716
"R20083";35.094;0
"R20084";49.237;0
"R20085";60.325;0
"R20086";67.582;0
"R20087";82.709;0
"R20088";93.81;0
"R20089";101.549;0
"R20090";123.255;0
"R20091";159.01;0
"R20092";159.947;0
"R20093";124.483;22.319
"R20094";83.124;152.616
"R20095";34.391;285.776
"R20096";34.4;363.624
"R20097";34.299;433.564
"R20098";67.898;535.803
"R20099";121.992;629.762
"R20100";166.378;506.883
"R20101";236.8;599.312
"R20102";331.866;527.723
"R20103";336.565;366.398
"R20104";254.602;165.987
"R20105";272.097;73.002
"R20106";351.42;20.166
"R20107";383.435;0
"R20108";400.91;0
"R20109";367.694;0
"R20110";365.275;0
"R20111";375.558;0
"R20112";328.769;0
"R20113";299.278;0
"R20114";281.072;0
"R20115";271.513;0
"R20116";276.08;0
"R20117";275.595;1.501
"R20118";228.296;29.527
"R20119";234.945;108.268
"R20120";248.415;354.927
"R20121";295.392;726.59
"R20122";410.941;786.152
"R20123";629.99;803.555
"R20124";658.352;806.747
"R20125";622.951;806.307
"R20126";609.948;789.201
"R20127";636.605;662.152
"R20128";469.946;477.102
"R20129";350.905;269.1
"R20130";451.13;97.959
"R20131";604.872;9.245
"R20132";624.055;0
"R20133";577.807;0
"R20134";535.251;0
"R20135";458.631;0
"R20136";358.637;0
"R20137";260.586;0
"R20138";187.083;0
"R20139";145.036;0
"R20140";117.532;0
"R20141";98.387;20.057
"R20142";66.312;86.789
"R20143";21.303;180.994
"R20144";4.022;276.118
"R20145";19.2;342.669
"R20146";64.37;415.542
"R20147";177.396;449.942
"R20148";287.981;482.007
"R20149";390.766;511.146
"R20150";487.278;541.564
"R20151";560.878;592.993
"R20152";567.03;616.309
"R20153";437.569;498.313
"R20154";388.92;256.711
"R20155";421.496;20.308
"R20156";399.481;0
"R20157";339.131;0
"R20158";267.431;0
"R20159";202.689;0
"R20160";157.12;0
"R20161";127.851;0
"R20162";91.082;0
"R20163";71.659;0
"R20164";68.77;0
"R20165";71.165;3.214
"R20166";58.043;28.869
"R20167";41.077;85.882
"R20168";29.885;182.315
"R20169";44.567;269.286
"R20170";59.841;377.225
"R20171";104.744;552.381
"R20172";168.116;558.586
"R20173";265.055;556.467
"R20174";357.739;533.011
"R20175";351.424;394.176
"R20176";247.836;275.024
"R20177";299.159;248.472
"R20178";655.418;222.262
"R20179";898.315;41.048
"R20180";820.034;0
"R20181";790.13;0
"R20182";776.648;0
"R20183";763.293;0
"R20184";755.683;0
"R20185";728.519;0
"R20186";700.303;0
"R20187";698.914;0
"R20188";663.132;0
"R20189";648.865;269.084
"R20190";390.408;587.647
"R20191";239.032;735.246
"R20192";461.362;801.418
"R20193";761.572;835.483
"R20194";839.164;848.539
"R20195";857.256;862.013
"R20196";875.549;859.732
"R20197";936.391;849.263
"R20198";1010.13;835.794
"R20199";1011.955;802.999
"R20200";897.23;743.418
"R20201";752.647;634.956
"R20202";750.139;413.876
"R20203";879.549;82.639
"R20204";976.857;0
"R20205";927.059;0
"R20206";878.675;0
"R20207";855.578;0
"R20208";800.565;0
"R20209";736.73;0
"R20210";686.572;0
"R20211";653.682;0
"R20212";556.004;0
"R20213";421.648;45.219
"R20214";230.014;105.971
"R20215";95.145;209.935
"R20216";54.356;398.968
"R20217";152.817;662.16
"R20218";177.556;788.246
"R20219";206.244;801.533
"R20220";238.068;764.328
"R20221";281.959;707.033
"R20222";341.836;627.616
"R20223";387.271;516.598
"R20224";383.394;365.8
"R20225";365.215;187.42
"R20226";450.52;37.093
"R20227";577.645;0.734
"R20228";510.629;0
"R20229";497.319;0
"R20230";599.918;0
"R20231";604.895;0
"R20232";495.69;0
"R20233";342.564;0
"R20234";245.215;0
"R20235";304.526;0
"R20236";412.933;0
"R20237";370.462;13.534
"R20238";261.442;29.905
"R20239";182.623;47.874
"R20240";196.266;61.398
"R20241";256.169;89.081
"R20242";271.515;122.652
"R20243";223.987;148.921
"R20244";244.369;146.348
"R20245";352.218;128.017
"R20246";376.165;198.721
"R20247";401.119;372.276
"R20248";406.079;273.179
"R20249";503.09;95.358
"R20250";533.331;33.039
"R20251";643.414;8.936
